"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcified","log1p_avg_controls"
"268","CACNA1C",0,-0.947605489830609,0.623,0.73,0,3.22550695353515,2.56867687997594
"269","CACNB2",2.47722439524325e-161,-0.607680031687509,0.256,0.433,6.30924281224504e-157,1.83001294418842,1.40880124354165
"270","CADM2",0,1.36997207973026,0.24,0.038,0,0.438144268145636,1.38773655265651
"271","CALCOCO1",8.3122359060571e-109,-0.27287710230117,0.039,0.115,2.11704336291368e-104,0.496028806495598,0.306884812396174
"272","CALR",0.110644768620127,0.258906747030601,0.133,0.134,1,0.701641361235898,0.881101842968107
"273","CAMK1D",1.90932359804234e-22,0.48661497103047,0.264,0.238,4.86285627185404e-18,1.11535938351646,1.45265517870449
"274","CAMK2D",0.0239013068490743,0.265331175128648,0.352,0.404,1,1.47291206257255,1.65682561852762
"275","CAMK2G",3.04001040108671e-254,-0.554678818885753,0.128,0.327,7.74260249052774e-250,1.22258705730939,0.83811299788241
"276","CAMKMT",1.81581039267938e-95,-0.400115555968719,0.181,0.309,4.6246874891151e-91,1.34075465992136,1.06341569040347
"277","CAMSAP2",0.0407539251257923,0.293591219807746,0.229,0.274,1,1.04343011506923,1.24693204131613
"278","CANX",0.0872979736766913,0.355467126800115,0.173,0.181,1,0.803625674575356,1.0500167112986
"279","CAP2",4.64246343291721e-115,-0.252113465385289,0.147,0.285,1.18238901172968e-110,1.07975778942402,0.905006051711011
"280","CAPN7",9.78483286703334e-167,-0.333855516857119,0.096,0.238,2.49209908290472e-162,0.888229900077372,0.656818889853475
"281","CAPS2",2.61446815867191e-137,-0.364155285371161,0.044,0.137,6.65878895332149e-133,0.609122062199703,0.356708852858681
"282","CAPZA1",0.000620584724169841,0.263385830206892,0.132,0.16,1,0.655291125176892,0.837856270784241
"283","CARMIL1",0,-1.03187193103387,0.22,0.543,0,1.92689839176179,1.21165927206672
"284","CARMN",0,-1.52633265786682,0.441,0.717,0,3.13849243380681,2.08051925540985
"285","CASK",2.80656308484896e-146,-0.31696581893269,0.147,0.305,7.14803552080182e-142,1.13429957664565,0.914595612918577
"286","CATSPERB",1.19952312199819e-147,-0.522972574036322,0.056,0.161,3.05506543941719e-143,0.808060046680068,0.445563081476614
"287","CAV1",5.43538014865585e-32,0.513584144037918,0.323,0.298,1.38433697006116e-27,1.23753469855292,1.59352409997309
